,X,Y,Trip,Close,Far,newFar
1,2.46628384419442,3.58211798308772,1,0,0,
2,5.50833567528356,8.29571303014822,1,0,0,
3,6.78448075699181,11.8513927379521,1,0,0,
4,7.5504994061406,14.4118122862063,1,0,0,
5,10.4020964298133,17.21807856384,1,0,7,
6,12.2428393659298,21.6676181745585,1,0,0,
7,13.3996357861932,24.329644806048,1,0,0,
8,14.7127248843037,26.5968749738247,1,0,0,
9,15.4623650530858,28.0331850276935,1,0,0,
10,15.6428643718408,30.7124314080553,1,0,0,
11,16.7027072433732,33.1199586217771,1,0,0,
12,16.6488568025984,33.5306143978789,1,0,0,
13,19.2393008648039,33.1450130402488,1,0,0,
14,19.2121500901875,34.7006316373495,1,0,0,
15,21.5363017139806,35.9209205228957,1,0,0,
16,23.6976875557531,37.4645548624393,1,0,0,
17,25.2458137334518,38.9118140793653,1,0,0,
18,25.579326737403,38.0989957498268,1,0,0,
19,26.0196024324364,39.4913974644906,1,0,0,
20,28.2934841052165,39.8594890072984,1,0,0,
21,28.3737032323891,42.557395787331,1,0,0,
22,30.7367721554294,43.0416742040595,1,0,0,
23,31.1287211855252,42.8344172533564,1,0,0,
24,31.6960062116907,42.7514216106744,1,0,0,
25,32.6393703668176,43.8943816433247,1,0,0,
26,33.6558361903796,45.3559057940188,1,0,2,
27,34.7357180103842,45.9088413863034,1,1,6,
28,36.9659814204999,46.3834969863832,1,1,17,
29,37.310255036254,46.1135364245949,1,5,24,
30,38.4773359832976,46.0870236462664,1,4,25,
31,39.4330365385418,47.478989480566,1,0,7,
32,41.4211876958689,48.8935183596154,1,0,1,
33,40.8910554801469,48.6400067320592,1,0,2,
34,41.7929649911733,49.3060771514884,1,0,0,
35,41.6704084510979,48.2436388971394,1,0,2,
36,43.0594564712394,49.320391441534,1,0,0,
37,44.6895645236721,50.148858161401,1,0,0,
38,44.974070380281,50.6885459231998,1,0,0,
39,47.0744724410334,52.6202554782651,1,0,0,
40,46.5327946352061,52.2595482975818,1,0,0,
41,45.7313506109956,51.5898085387834,1,0,0,
42,45.4108535995864,51.0385713319177,1,0,0,
43,46.7440647606274,51.8511938749222,1,0,0,
44,48.3701330144599,52.7988877380053,1,0,0,
45,48.4278228415434,53.2310642356758,1,0,0,
46,48.0241421436634,52.7854394363291,1,0,0,
47,46.6296825564773,53.4795036469524,1,0,0,
48,47.2517014749476,54.7306486065293,1,0,0,
49,47.4340198614624,53.9974568458494,1,0,0,
50,47.5486361300798,54.4834879275142,1,0,0,
51,46.8471557487681,54.9063307948451,1,0,0,
52,47.0582788694301,56.2238746862209,1,0,0,
53,48.3357918166206,56.0975678587266,1,0,0,
54,48.6321515893358,56.2521763072018,1,0,0,
55,46.9792883915185,54.5809220568548,1,0,0,
56,46.3804305784746,53.5828495164304,1,0,0,
57,45.8403398782927,52.6752034468918,1,0,0,
58,47.0586877969355,52.8511254599792,1,0,0,
59,49.301051152267,51.2356154559499,1,0,0,
60,48.8858152669282,50.9953022827849,1,0,0,
61,48.7941125289859,49.7843267280768,1,0,0,
62,47.3889205712563,49.5436188349148,1,0,0,
63,46.8979008600152,49.6348355105958,1,0,0,
64,47.6322555192951,48.9050804100242,1,0,0,
65,48.0714718985254,49.1395867704173,1,0,0,
66,47.8205335959518,47.4416721851014,1,0,0,
67,47.6334537603601,45.4282339522447,1,0,2,
68,47.9717198162613,46.2282538663384,1,0,1,
69,49.4546856006573,46.5723993134139,1,0,4,
70,50.5581182494776,47.6848431040263,1,0,1,
71,49.4123545982155,46.4915349753691,1,0,4,
72,48.4257285749594,47.3616149323233,1,0,0,
73,47.4918436375344,48.006977474201,1,0,0,
74,46.014657279368,48.7137677218996,1,0,0,
75,45.7835921577812,48.8798850502951,1,0,0,
76,46.5262549020601,48.8811025080501,1,0,0,
77,45.7301611185982,48.1232290117492,1,0,0,
78,44.9732618623808,49.0515697896288,1,0,0,
79,43.6333299053475,49.8401725724996,1,0,0,
80,43.8781593292661,52.0702416973961,1,0,0,
81,45.3211332858928,53.568153501799,1,0,0,
82,45.5387165926276,52.8713469354133,1,0,0,
83,45.4523443294601,54.0012262631716,1,0,0,
84,46.9761507625076,53.8520745407942,1,0,0,
85,48.4040684722502,52.9776680982086,1,0,0,
86,48.5300561223422,52.9832535344437,1,0,0,
87,48.6273305422362,52.5334535273538,1,0,0,
88,50.8900532532483,52.2625913272604,1,0,0,
89,50.375690599572,54.0590805605025,1,0,0,
90,51.006746424862,55.1145923918933,1,0,0,
91,48.6195565989916,55.4775297456038,1,0,0,
92,49.1373277489004,55.6764036949719,1,0,0,
93,48.0495168392986,53.6254097214854,1,0,0,
94,46.1189168275114,53.3807357807053,1,0,0,
95,48.0561583709238,54.0581590088974,1,0,0,
96,49.4004136383291,53.8252402174574,1,0,0,
97,48.4343584502086,53.7070072627542,1,0,0,
98,47.8616336090142,53.4057244822511,1,0,0,
99,49.4333665393788,52.8311013308621,1,0,0,
100,50.2785303745214,54.2797614210944,1,0,0,
101,50.4160070677633,55.291432803731,1,0,0,
102,50.0166810683146,56.0633773443589,1,0,0,
103,49.9273839483159,57.1582767547649,1,0,0,
104,48.0589291113945,57.6966874181606,1,0,0,
105,48.2957224180545,57.7472819329099,1,0,0,
106,49.2026032986495,56.6503320598552,1,0,0,
107,48.4012385257509,56.2134035412788,1,0,0,
108,47.0004604543544,56.657731607058,1,0,0,
109,47.5785802814789,55.5437987462527,1,0,0,
110,46.906494751294,56.7355847652539,1,0,0,
111,47.6495958732027,56.4119606356797,1,0,0,
112,46.6360551255226,57.9262243223045,1,0,0,
113,46.5724413642117,58.9734347802685,1,0,1,
114,47.2331920864221,59.9123136521208,1,0,5,
115,46.2535791170997,60.4022206084224,1,1,4,
116,46.8684668506312,60.8694532895144,1,2,6,
117,45.7404405636835,60.7944828100636,1,1,3,
118,46.2780146255245,60.2722071684489,1,0,4,
119,46.8365971229588,60.6334037178013,1,2,5,
120,46.2276601097616,62.1224227569458,1,1,5,
121,47.0684418849317,62.2197440890664,1,1,10,
122,47.3191999694296,62.373889462437,1,1,11,
123,47.5432730240834,61.318082235694,1,2,11,
124,48.582602689368,61.837080845921,1,4,22,
125,50.4258039712019,62.1818856415499,1,7,27,
126,51.0410468328776,63.0271827965748,1,9,22,
127,50.0092300976039,62.7991817460657,1,6,25,
128,49.8738562983804,62.8006990413663,1,5,24,
129,49.4203056774774,61.6624779887399,1,6,24,
130,48.4740328270512,62.3790015594861,1,3,21,
131,48.6713450900977,62.1133495397964,1,6,22,
132,47.5045760754616,63.7059373836398,1,1,9,
133,46.5726839987994,65.0376567615492,1,0,2,
134,46.7257573357855,64.2973100337158,1,1,4,
135,46.3061842104902,62.728624369348,1,0,6,
136,45.3806837676875,62.4566200676001,1,0,2,
137,47.8806128029785,62.0768759417633,1,4,14,
138,45.696045648279,64.0401506838174,1,0,2,
139,44.7829985323635,63.8881370356563,1,0,0,
140,44.7448865942881,63.4478105816134,1,0,0,
141,42.4237461436603,63.8480309911595,1,0,0,
142,43.7125357854418,64.4682732420382,1,0,0,
143,45.9718082573976,63.2228284730779,1,0,4,
144,45.1424476084519,61.8203593116378,1,0,2,
145,45.6317699996396,61.263871230507,1,1,2,
146,46.55791211727,62.9795386260006,1,0,7,
147,47.3949454409731,62.6444249082414,1,1,13,
148,47.6356643285517,61.3969577904303,1,2,12,
149,47.8403081587488,60.6314436007518,1,2,12,
150,46.9507199316094,59.8958281023529,1,0,4,
151,49.443496115703,60.4233646660063,1,4,17,
152,49.6019346777419,61.0730870224194,1,6,22,
153,48.4437872106891,62.035761481806,1,4,21,
154,47.991685875527,61.6963039808338,1,4,16,
155,48.4805267045191,61.5155267385446,1,3,19,
156,47.3463468817152,60.0761759699024,1,0,6,
157,46.9230451838768,62.4264419250552,1,1,8,
158,48.5525248906754,63.8933958313663,1,1,13,
159,47.379861648428,63.1028077660613,1,2,12,
160,45.3383176658413,64.4496802822823,1,0,1,
161,46.1172031072298,65.7421897853344,1,0,2,
162,1.63252799740936,3.24861261115048,2,0,0,
163,4.49360383769676,5.6887768893406,2,0,0,
164,5.07726297946675,7.91350332478679,2,0,0,
165,6.82621991218337,9.63173782806854,2,0,0,
166,10.7021332589776,11.7176444143159,2,0,0,
167,12.005022444762,14.8080417670933,2,0,0,
168,13.7472643137291,18.1658320888172,2,0,0,
169,16.5188687377567,21.4187663530332,2,0,0,
170,18.6068189348522,24.536179805146,2,0,0,
171,21.2856174765532,28.8115200780402,2,0,0,
172,23.1428865680848,29.5879567522806,2,0,0,
173,25.3357478230433,30.8545600734166,2,0,0,
174,27.1470357410852,32.3104841825846,2,0,0,
175,28.0259870573608,35.1505592052551,2,0,0,
176,29.238410901971,36.8660190673687,2,0,0,
177,29.0020108145867,38.2673861380048,2,0,0,
178,30.5146650507381,37.8183956065212,2,0,0,
179,31.7246295381735,39.5495960818137,2,0,0,
180,30.6261634307275,41.0557458819576,2,0,0,
181,29.9468683924787,43.3186254513385,2,0,0,
182,31.2545160224233,46.2716802547172,2,0,0,
183,31.236834023232,47.5216834856646,2,0,5,
184,33.360328731647,49.0525925500354,2,0,17,
185,35.0157801165531,50.2901196223808,2,2,9,
186,34.5681706922364,50.7953875766781,2,2,11,
187,36.6802302623837,51.1652509239407,2,0,2,
188,39.9424113183731,53.5172633759444,2,0,0,
189,40.5931572566463,53.5760309133176,2,0,0,
190,41.8484246373781,53.5632839985084,2,0,0,
191,43.2775246741999,53.84171269073,2,0,0,
192,44.4944666192345,55.0746881486703,2,0,0,
193,47.0502099235219,54.5724515692959,2,0,0,
